scenario,kind,iteration,labelIndex,groupId,anchorX,anchorY,offsetX,offsetY,width,height,left,bottom,right,top,handle
sparse,start,0,0,-1,0.49733716831418556,0.22148795436205712,0,0,6.6000000000000005,6.8999999999999995,-2.8026628316858146,-3.2285120456379426,3.7973371683141859,3.6714879543620569,"PT1\n0.22"
sparse,start,0,1,-1,50.934021359744492,1.5432082440439649,0,0,6.6000000000000005,6.8999999999999995,47.634021359744494,-1.9067917559560348,54.234021359744489,4.9932082440439647,"PT2\n1.54"
sparse,start,0,2,-1,101.31503778757296,0.86556520260198289,0,0,6.6000000000000005,6.8999999999999995,98.015037787572965,-2.5844347973980168,104.61503778757296,4.3155652026019826,"PT3\n0.87"
sparse,start,0,3,-1,150.70816752720074,1.8877245522512702,0,0,6.6000000000000005,6.8999999999999995,147.40816752720073,-1.5622754477487295,154.00816752720075,5.3377245522512702,"PT4\n1.89"
sparse,start,0,4,-1,0.20253290711088706,21.284911110664211,0,0,8.25,6.8999999999999995,-3.922467092889113,17.834911110664212,4.3275329071108875,24.734911110664211,"PT5\n21.28"
sparse,start,0,5,-1,50.057273625422859,20.496058291055288,0,0,8.25,6.8999999999999995,45.932273625422859,17.046058291055289,54.182273625422859,23.946058291055287,"PT6\n20.50"
sparse,start,0,6,-1,100.64022026333969,21.979534295378038,0,0,8.25,6.8999999999999995,96.515220263339685,18.529534295378038,104.76522026333969,25.429534295378037,"PT7\n21.98"
sparse,start,0,7,-1,151.364246237727,21.309775774045743,0,0,8.25,6.8999999999999995,147.239246237727,17.859775774045744,155.489246237727,24.759775774045742,"PT8\n21.31"
sparse,start,0,8,-1,0.56545844793573885,41.230692816539992,0,0,8.25,6.8999999999999995,-3.5595415520642613,37.78069281653999,4.6904584479357387,44.680692816539995,"PT9\n41.23"
sparse,start,0,9,-1,51.408503071129559,41.403593350855445,0,0,8.25,6.8999999999999995,47.283503071129559,37.953593350855442,55.533503071129559,44.853593350855448,"PT10\n41.40"
sparse,start,0,10,-1,101.89955689380857,40.186776961286917,0,0,8.25,6.8999999999999995,97.774556893808565,36.736776961286914,106.02455689380857,43.63677696128692,"PT11\n40.19"
sparse,start,0,11,-1,150.32181437142279,40.763942155411442,0,0,8.25,6.8999999999999995,146.19681437142279,37.313942155411439,154.44681437142279,44.213942155411445,"PT12\n40.76"
sparse,start,0,12,-1,1.5958953944947083,60.338934306213133,0,0,8.25,6.8999999999999995,-2.5291046055052915,56.88893430621313,5.7208953944947085,63.788934306213136,"PT13\n60.34"
sparse,start,0,13,-1,51.587567245395654,60.614456484380391,0,0,8.25,6.8999999999999995,47.462567245395654,57.164456484380388,55.712567245395654,64.064456484380386,"PT14\n60.61"
sparse,start,0,14,-1,101.64605686052053,61.772939081198039,0,0,8.25,6.8999999999999995,97.521056860520531,58.322939081198037,105.77105686052053,65.222939081198035,"PT15\n61.77"
sparse,start,0,15,-1,151.11260463162913,61.433468014669359,0,0,8.25,6.8999999999999995,146.98760463162913,57.983468014669356,155.23760463162913,64.883468014669361,"PT16\n61.43"
sparse,start,0,16,-1,1.3985916643396912,80.027228805249194,0,0,8.25,6.8999999999999995,-2.7264083356603086,76.577228805249192,5.5235916643396914,83.477228805249197,"PT17\n80.03"
sparse,start,0,17,-1,51.98375219292182,81.612603209732384,0,0,8.25,6.8999999999999995,47.85875219292182,78.162603209732382,56.10875219292182,85.062603209732387,"PT18\n81.61"
sparse,start,0,18,-1,101.71748719816911,80.12500664970139,0,0,8.25,6.8999999999999995,97.59248719816911,76.675006649701388,105.84248719816911,83.575006649701393,"PT19\n80.13"
sparse,start,0,19,-1,151.02878750722334,81.050516488519733,0,0,8.25,6.8999999999999995,146.90378750722334,77.60051648851973,155.15378750722334,84.500516488519736,"PT20\n81.05"
sparse,end,10168,0,-1,0.49733716831418556,0.22148795436205712,-3.7649017757980738,0.077280625089317642,6.6000000000000005,6.8999999999999995,-6.567564607483888,-3.1512314205486249,0.032435392516112049,3.7487685794513745,"PT1\n0.22"
sparse,end,10168,1,-1,50.934021359744492,1.5432082440439649,31.491083207462289,0.00023544794082171807,6.6000000000000005,6.8999999999999995,79.125104567206776,-1.906556308015213,85.72510456720677,4.9934436919847869,"PT2\n1.54"
sparse,end,10168,2,-1,101.31503778757296,0.86556520260198289,-39.120251513190588,0.0019653478020422552,6.6000000000000005,6.8999999999999995,58.894786274382376,-2.5824694495959744,65.494786274382378,4.3175305504040251,"PT3\n0.87"
sparse,end,10168,3,-1,150.70816752720074,1.8877245522512702,-17.69734047353759,-8.6004739922255328E-05,6.6000000000000005,6.8999999999999995,129.71082705366314,-1.5623614524886518,136.31082705366316,5.3376385475113475,"PT4\n1.89"
sparse,end,10168,4,-1,0.20253290711088706,21.284911110664211,-27.587441434117416,0.0001533865510471615,8.25,6.8999999999999995,-31.50990852700653,17.83506449721526,-23.25990852700653,24.735064497215259,"PT5\n21.28"
sparse,end,10168,5,-1,50.057273625422859,20.496058291055288,12.825272008070129,-2.8408952680844318E-05,8.25,6.8999999999999995,58.757545633492988,17.046029882102609,67.007545633492981,23.946029882102607,"PT6\n20.50"
sparse,end,10168,6,-1,100.64022026333969,21.979534295378038,-15.472914276161447,-0.00031442698387864091,8.25,6.8999999999999995,81.042305987178239,18.529219868394161,89.292305987178239,25.42921986839416,"PT7\n21.98"
sparse,end,10168,7,-1,151.364246237727,21.309775774045743,-6.517633876651872,-0.0010499955287469687,8.25,6.8999999999999995,140.72161236107513,17.858725778516998,148.97161236107513,24.758725778516997,"PT8\n21.31"
sparse,end,10168,8,-1,0.56545844793573885,41.230692816539992,-27.732777244002765,6.7386405520776364E-05,8.25,6.8999999999999995,-31.292318796067025,37.780760202945508,-23.042318796067025,44.680760202945514,"PT9\n41.23"
sparse,end,10168,9,-1,51.408503071129559,41.403593350855445,-0.93331136798058978,0.0030625569310508793,8.25,6.8999999999999995,46.350191703148965,37.956655907786491,54.600191703148965,44.856655907786497,"PT10\n41.40"
sparse,end,10168,10,-1,101.89955689380857,40.186776961286917,-15.281576131012699,1.1447390868499501E-05,8.25,6.8999999999999995,82.492980762795867,36.736788408677782,90.742980762795867,43.636788408677788,"PT11\n40.19"
sparse,end,10168,11,-1,150.32181437142279,40.763942155411442,-8.0545345885399087,-0.00057090376674191951,8.25,6.8999999999999995,138.14227978288289,37.313371251644696,146.39227978288289,44.213371251644702,"PT12\n40.76"
sparse,end,10168,12,-1,1.5958953944947083,60.338934306213133,-11.982042595377061,0.00046102542040212901,8.25,6.8999999999999995,-14.511147200882354,56.88939533163353,-6.2611472008823537,63.789395331633536,"PT13\n60.34"
sparse,end,10168,13,-1,51.587567245395654,60.614456484380391,-3.92431442368862,-0.00094699776883675998,8.25,6.8999999999999995,43.538252821707033,57.163509486611552,51.788252821707033,64.063509486611551,"PT14\n60.61"
sparse,end,10168,14,-1,101.64605686052053,61.772939081198039,-1.5151801732818673,-2.0561304957174634E-05,8.25,6.8999999999999995,96.005876687238668,58.322918519893079,104.25587668723867,65.222918519893085,"PT15\n61.77"
sparse,end,10168,15,-1,151.11260463162913,61.433468014669359,96.986180854499295,-6.5306452693780954E-05,8.25,6.8999999999999995,243.97378548612841,57.983402708216659,252.22378548612841,64.883402708216664,"PT16\n61.43"
sparse,end,10168,16,-1,1.3985916643396912,80.027228805249194,-98.558890605960372,-0.00096943358024246715,8.25,6.8999999999999995,-101.28529894162068,76.576259371668954,-93.035298941620681,83.476259371668959,"PT17\n80.03"
sparse,end,10168,17,-1,51.98375219292182,81.612603209732384,23.298877132862906,-0.0006798556587917921,8.25,6.8999999999999995,71.157629325784725,78.161923354073593,79.407629325784725,85.061923354073599,"PT18\n81.61"
sparse,end,10168,18,-1,101.71748719816911,80.12500664970139,-1.1523971914421967,-0.00068654526672647835,8.25,6.8999999999999995,96.440090006726919,76.674320104434656,104.69009000672692,83.574320104434662,"PT19\n80.13"
sparse,end,10168,19,-1,151.02878750722334,81.050516488519733,58.896135358471767,-3.1349633346079535E-06,8.25,6.8999999999999995,205.79992286569512,77.600513353556394,214.04992286569512,84.5005133535564,"PT20\n81.05"
